tenure_label,house,state_id,state_name,mp_id,mp_name,mp_tenure,tile_label,ACTIVITY_NAME,ACTUAL_AMOUNT,ACTUAL_END_DATE,ATTACH_ID,AVERAGE_RATING,CONSTITUENCY,CONSTITUENCY_ID,FILE_STATUS,FLAG,IDA_NAME,LETTER_NO,MP_NAME,RECOMMENDATION_DATE,RECOMMENDED_AMOUNT,STATE_NAME,Sno,Total_Amt,WORK_CATEGORY,WORK_DESCRIPTION,WORK_ID,WORK_RECOMMENDATION_DTL_ID
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258256-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,200,,Normal/Others,"Construction of CC Road from Vardhineedi Gangadhar House to Vardhineedi Venkateswara Rao House  in BC area at Magatapalli Village of Mamidikuduru Mandal, Dr. B. R. Ambedkar Konaseema District",,258256
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258257-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,201,,Normal/Others,"Construction of CC Road from  Vardhineedi Venkateswara Rao House to Vardhineedi Bapiraju House in BC area at Magatapalli Village of Mamidikuduru Mandal, Dr. B. R. Ambedkar Konaseema District",,258257
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258258-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,202,,Normal/Others,"Construction of CC Road from   Vardhineedi Bapiraju House to Vardhineedi Ramarao House in BC area at Magatapalli Village of Mamidikuduru Mandal, Dr. B. R. Ambedkar Konaseema District",,258258
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258259-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,203,,Normal/Others,"Construction of CC Road from  Vardhineedi Ramarao House to Matta LakshmiBhai House in BC area at Magatapalli Village of Mamidikuduru Mandal, Dr. B. R. Ambedkar Konaseema District",,258259
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258260-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,204,,Normal/Others,"Construction of CC Road from Matta LakshmiBhai House to Undru Lakshmi Narasimha Murthy House in BC area at Magatapalli Village of Mamidikuduru Mandal, Dr. B. R. Ambedkar Konaseema District",,258260
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258261-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,205,,Normal/Others,"Construction of C.C Road from Pampana Krishna House to Saripella Viswanadha Raju site in Madyakompalu Ramachandrapuram Municipality, Dr. B.R. Ambedkar Konaseema District",,258261
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258262-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,206,,Normal/Others,"Construction of C.C Road from  Saripella Viswanadha Raju site to Pilli Satyanaryana Cattle Shed in Madyakompalu Ramachandrapuram Municipality, Dr. B.R. Ambedkar Konaseema District",,258262
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258264-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/54,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,500000.0,Andhra Pradesh,207,,Normal/Others,"Construction of C.C Road from  Pilli Satyanaryana Cattle Shed to Guttula srinu House  in Madyakompalu Ramachandrapuram Municipality, Dr. B.R. Ambedkar Konaseema District",,258264
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2025-2026/258298-Providing drains and gutters for public drainage,,,,,Sitting Rajya Sabha,545,,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2025-2026/55,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,150000.0,Andhra Pradesh,208,,Normal/Others,"Construction of C C Drain From Penke Chandra Rao House to Chandala Suryanarayana House at B.C Colony in Cheduwada Village of Kajuluru Mandal, Kakinada Distict",,258298
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2025-2026/258299-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,,,,,Sitting Rajya Sabha,545,,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2025-2026/55,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,350000.0,Andhra Pradesh,209,,Normal/Others,"Construction of Shelter and Burning Cots in Burial Ground at Cheduwada Village of Kajuluru Mandal, Kakinada Distict",,258299
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2025-2026/258300-Providing drains and gutters for public drainage,,,,,Sitting Rajya Sabha,545,,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2025-2026/55,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,100000.0,Andhra Pradesh,210,,Normal/Others,"Construction of C C Drain From Nammi Ganeswara Rao House to Dadala Apparao House in S.C Locality at Aryavatam Village, Kakinada Distict",,258300
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2025-2026/258301-Construction of roads, link roads, pathways or any other road with or without drainage system",,,,,Sitting Rajya Sabha,545,,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2025-2026/55,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,400000.0,Andhra Pradesh,211,,Normal/Others,"Construction of C C Road From Nammi Ganeswara Rao House to Dadala Apparao House in S.C Locality at Aryavatam Village, Kakinada Distict",,258301
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2025-2026/258302-Construction of boundary walls of existing public and community buildings,,,,,Sitting Rajya Sabha,545,,1,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2025-2026/55,Shri Subhas Chandra Bose Pilli (2020-26),09-Jan-2026,400000.0,Andhra Pradesh,212,,Normal/Others,"Construction of wing walls and side walls to Pillanka Bridge in Pillanka Village of Tallarevu Mandal, Kakinada District",,258302
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2026-2027/268873-Construction of community centers and community halls,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/56,Shri Subhas Chandra Bose Pilli (2020-26),17-Feb-2026,500000.0,Andhra Pradesh,213,,Normal/Others,"Construction of Multipurpose Community Hall in S.C Locality at Gudigalla Bhaga Village of K.Gangavaram Mandal, Dr.B.R.Ambedkar Konaseema District",,268873
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2026-2027/268874-Construction of additional rooms and halls in the existing public and community building,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/56,Shri Subhas Chandra Bose Pilli (2020-26),17-Feb-2026,500000.0,Andhra Pradesh,214,,Normal/Others,"Construction of Additional Room to Multipurpose Hall in SC area of  Gudigalla Bhaga Village of K.Gangavaram Mandal, Dr.B.R.Ambedkar Konaseema District",,268874
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2026-2027/268875-Construction of community centers and community halls,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/56,Shri Subhas Chandra Bose Pilli (2020-26),17-Feb-2026,500000.0,Andhra Pradesh,215,,Repair and Renovation,"Construction of Flooring and elevation work to SC Community Hall at Hasanabada Village of Ramachandrapuram Mandal, Dr.B.R.Ambedkar Konaseema District",,268875
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2026-2027/273457-Construction of additional rooms and halls in the existing public and community building,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/57,Shri Subhas Chandra Bose Pilli (2020-26),10-Mar-2026,500000.0,Andhra Pradesh,216,,Normal/Others,"Construction of an additional room to Multipurpose Activities Center in BC Area of Dasaripadu Village Habitationof  Venkatyapalem Village of Ramachandrapuram Mandal, Dr.B.R.Ambedkar Konaseema District",,273457
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,WS/MP026/2026-2027/273458-Construction of boundary walls of existing public and community buildings,,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/58,Shri Subhas Chandra Bose Pilli (2020-26),10-Mar-2026,500000.0,Andhra Pradesh,217,,Normal/Others,"Construction of Compound Wall to Multipurpose Activities Center in BC Area of Dasaripadu Village Habitation of  Venkatyapalem Village of Ramachandrapuram Mandal, Dr.B.R.Ambedkar Konaseema District",,273458
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,"WS/MP026/2026-2027/273459-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",,,,,Sitting Rajya Sabha,545,,1,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2025-2026/58,Shri Subhas Chandra Bose Pilli (2020-26),10-Mar-2026,480000.0,Andhra Pradesh,218,,Normal/Others,"Construction of Cycle Shelter in Z.P High School at Kunduru Village of K.Gangavaram Mandal , Dr.B.R.Ambedkar Konaseema District",,273459
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Sanctioned,,,,,,,,,,,,,,,,,193511713.0,,,,
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/47280-Construction of community centers and community halls,2496627,21-Jul-2025,584926,0.0,Sitting Rajya Sabha,545,True,3,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/1,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,1,,Normal/Others,Construction of Multipurpose Hall at Devarapalli Village of Ravulapalem,50568,47280
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/47365-Construction of community centers and community halls,2496695,21-Jul-2025,584951,0.0,Sitting Rajya Sabha,545,True,3,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/5,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,2,,Normal/Others,Construction of BC Community Hall at Alamuru Village and Mandal,50576,47365
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/47979-Construction of buildings for community cultural activities,2298615,17-Feb-2024,585454,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/8,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,3,,Normal/Others,"Construction of Multipurpose activity Centre for BC Community at Turangi Village, kakinada Rural mandal",7976,47979
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/48056-Construction of buildings for community cultural activities,1935666,21-Oct-2025,1545255,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,4,,Normal/Others,Construction of Multipurpose activity Centre in BC Locality near Vepachettu of Kajuluru Village and Mandal,63424,48056
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/48057-Construction of buildings for community cultural activities,891738,13-Jan-2026,1777098,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/9,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,5,,Normal/Others,Construction of Multipurpose Activity Centre in B.C. Loacality at Chakirevu Meraka of kajuluru Village and Mandal,142930,48057
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52391-Construction of community centers and community halls,999903,12-Mar-2026,2106614,0.0,Sitting Rajya Sabha,545,True,3,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/12,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,6,,Normal/Others,"Construction of Multipurpose hall in S.C. Locality at Alamuru (V), Achanta Constituency, West Godavari District",9247,52391
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52695-Construction of buildings for community cultural activities,1950978,19-Jul-2025,1079654,0.0,Sitting Rajya Sabha,545,True,3,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/13,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,7,,Normal/Others,Construction of Multipurpose Activity Center at Cheruvugattu Peta H/o Venture Village of Rayavaram Mandal,85494,52695
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,"WS/MP026/2023-2024/52705-Construction of roads, link roads, pathways or any other road with or without drainage system",496814,21-Jul-2025,577531,0.0,Sitting Rajya Sabha,545,True,3,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/15,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,8,,Normal/Others,Construction of CC Road Yenduru Subhadra Land to Medisetti Satyanarayana House  in K.Gagannadhapuram (V) of Ainavilli Mandal,49810,52705
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,"WS/MP026/2023-2024/52706-Construction of roads, link roads, pathways or any other road with or without drainage system",496814,21-Jul-2025,577495,0.0,Sitting Rajya Sabha,545,True,3,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/15,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,9,,Normal/Others,Construction of CC Road at Seela palem locality from Munukoti Kannaji Land to Nichana Kolla Krishna Land in K.Gagannadhapuram (V) of Ayinavilli Mandal,49797,52706
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,"WS/MP026/2023-2024/52707-Construction of roads, link roads, pathways or any other road with or without drainage system",496814,21-Jul-2025,577557,0.0,Sitting Rajya Sabha,545,True,3,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/15,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,10,,Normal/Others,Construction of CC Road from Yenduri Ravi Land to Yenduri Subhadra Land in K.Gagannadhapuram (V) of Ayinavilli Mandal,49812,52707
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52720-Construction of buildings for community cultural activities,1418529,21-Oct-2025,1679502,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,11,,Normal/Others,Construction of Multipurpose Activities Center at Ghorsa (V) of Kothapalli Mandal of Kakinada District,133005,52720
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52721-Providing drains and gutters for public drainage,499179,22-Jul-2025,1186864,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,12,,Normal/Others,Construction of CC Drains from Datla Bhaskaramma (H) to Sudharsan Gopalachari (H) in Pillanka Village of Tallarevu Mandal,92066,52721
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52722-Providing drains and gutters for public drainage,498455,22-Jul-2025,1186813,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,13,,Normal/Others,Construction of CC Drains fromSagi Venkatapathi Raju (H) to  Datla Bhaskaramma (H)  in Pillanka Village of Tallarevu Mandal,92054,52722
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52723-Providing drains and gutters for public drainage,498302,22-Jul-2025,1186888,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,14,,Normal/Others,Construction of CC Drains from Sagi Subrahmanyam Raju (H) to Sagi Venkatapathi Raju (H)  in Pillanka Village of Tallarevu Mandal,92072,52723
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52724-Providing drains and gutters for public drainage,496320,11-Jul-2025,654526,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,15,,Normal/Others,Construction of CC Drains from Uta Kalva to Mokkarala Ramachandra Rao (H) in Pillanka Village of Tallarevu Mandal,57495,52724
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52725-Providing drains and gutters for public drainage,497919,22-Jul-2025,654558,0.0,Sitting Rajya Sabha,545,True,3,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),LN/MP026/2023-2024/16,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,16,,Normal/Others,Construction of CC Drains from Mokkarala Ramachandra Rao (H) to ZPHS School in  Pillanka Village of Tallarevu Mandal,57498,52725
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52726-Construction of buildings for community cultural activities,894752,16-May-2026,,0.0,Sitting Rajya Sabha,545,,3,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/17,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,17,,Normal/Others,"Construction of Multipurpose Activities Center in SC Locality at Lankapeta, Siddam (V), Penugonda (M) of WG District",145534,52726
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52727-Construction of community centers and community halls,898181,16-May-2026,,0.0,Sitting Rajya Sabha,545,,3,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/17,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,18,,Normal/Others,"Construction of SC Community Hall at cheruvupeta, Siddantam (V), Penugonda (M) of WG Dist",154215,52727
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/52728-Construction of buildings for community cultural activities,902778,16-May-2026,,0.0,Sitting Rajya Sabha,545,,3,WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA),LN/MP026/2023-2024/17,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,19,,Normal/Others,"Construction of Multipurpose Activities Center at Dongaravipalem (V), Penugonda (M) of WG Dist",162728,52728
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/55422-Construction of boundary walls of existing public and community buildings,1428197,29-Mar-2026,2121125,0.0,Sitting Rajya Sabha,545,True,3,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),LN/MP026/2023-2024/18,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,20,,Normal/Others,"Construction of Compound Wall to Community Hall at Bharatha Nagar ( SC Locality) Kondubhotlapalem Village, Bapatla Mandal and District",103144,55422
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/55423-Construction of boundary walls of existing public and community buildings,666492,29-Mar-2026,2121121,0.0,Sitting Rajya Sabha,545,True,3,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),LN/MP026/2023-2024/18,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,21,,Normal/Others,"Construction of Compound Wall to the Reading Room at Dalithwada, Kondubhotlapalem Village of Bapatla Mandal and District",103139,55423
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,"WS/MP026/2023-2024/71440-Construction of roads, link roads, pathways or any other road with or without drainage system",477012,23-Feb-2024,634021,0.0,Sitting Rajya Sabha,545,True,3,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),LN/MP026/2023-2024/21,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,22,,Normal/Others,Construction of CC Road (Bit-1) at Rayalaseema Colony of Iskapalem Gram Panchayat in Buchireddypalem Mandal of SPSR Nellore District,23843,71440
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,"WS/MP026/2023-2024/71441-Construction of roads, link roads, pathways or any other road with or without drainage system",434704,23-Feb-2024,634039,0.0,Sitting Rajya Sabha,545,True,3,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),LN/MP026/2023-2024/21,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,23,,Normal/Others,Construction of CC Road (Bit-II) at Rayalaseema Colony of Iskapalem Gram Panchayat in Buchireddypalem Mandal of SPSR Nellore District,23839,71441
Rajya Sabha,Rajya Sabha,2,Andhra Pradesh,3017190,Shri Subhas Chandra Bose Pilli,2020-26,Works Completed,WS/MP026/2023-2024/72933-Construction of culverts and bridges,2814190,14-Jan-2026,920544,0.0,Sitting Rajya Sabha,545,True,3,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),LN/MP026/2023-2024/23,Shri Subhas Chandra Bose Pilli (2020-26),,,Andhra Pradesh,24,,Normal/Others,Construction of Culvert on the Irrgation Drain at Kannadathota H/O Thotapeta Village of Ramachandrapuram,75247,72933
