state_name,constituency_name,mp_id,mp_name,total_works,works_recommended,works_sanctioned,works_completed,total_recommended_amount,total_actual_amount,unique_categories,categories_list,completion_rate,sanction_rate,constituency_clean,State_Name,Constituency_Name,Constituency_Type,Candidate,Sex,Party,Votes,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_Type_TCPD,No_Terms,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,state_clean,margin_category,party_category,alliance_2019
Uttar Pradesh,AGRA(SC),3017473,Prof SP Singh Baghel,55,75,73,56,192050876.0,75214638.0,1,Normal/Others,0.7671232876712328,0.9733333333333334,AGRA,Uttar_Pradesh,AGRA,SC,Satyapal Singh Baghel,M,BJP,646875.0,1145323.0,1937690.0,59.11,56.48,211546.0,18.47,2.17,National Party,4.0,False,True,Doctorate,Politics,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,AKBARPUR,3019196,Devendra Alias Bhole Singh,62,137,137,63,174904290.0,42373895.0,2,Normal/Others|Trust and Society,0.45985401459854014,1.0,AKBARPUR,Uttar_Pradesh,AKBARPUR,GEN,Devendra Singh 'Bhole',M,BJP,581282.0,1025314.0,1766121.0,58.05,56.69,275142.0,26.83,2.38,National Party,2.0,True,True,,Other,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,ALIGARH,3017466,Shri Satish Kumar Gautam,21,77,77,22,195633538.0,24736769.0,1,Normal/Others,0.2857142857142857,1.0,ALIGARH,Uttar_Pradesh,ALIGARH,GEN,SATISH KUMAR GAUTAM,M,BJP,656215.0,1163184.0,1887127.0,61.64,56.42,229261.0,19.71,2.22,National Party,2.0,True,True,10th Pass,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,ALLAHABAD,3042486,UJJWAL RAMAN SINGH,0,32,31,1,191359326.0,0.0,2,Repair and Renovation|Normal/Others,0.03225806451612903,0.96875,ALLAHABAD,Uttar_Pradesh,ALLAHABAD,GEN,Rita Bahuguna Joshi,F,BJP,494454.0,889056.0,1716160.0,51.8,55.62,184275.0,20.73,2.33,National Party,1.0,False,True,Doctorate,Retired or Pension,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,AMBEDKAR NAGAR,3042487,LALJI VERMA,59,202,201,60,194130688.0,44623544.0,2,Normal/Others|Trust and Society,0.29850746268656714,0.995049504950495,AMBEDKAR NAGAR,Uttar_Pradesh,AMBEDKAR NAGAR,GEN,Ritesh Pandey,M,BSP,564118.0,1090152.0,1785657.0,61.05,51.75,95880.0,8.8,2.22,State-based Party,1.0,False,False,Graduate,Business,UTTAR PRADESH,Close (5-10%),Regional,Other
Uttar Pradesh,AMETHI,3042488,KISHORI LAL,4,53,45,5,175464978.0,6295400.0,1,Normal/Others,0.1111111111111111,0.8490566037735849,AMETHI,Uttar_Pradesh,AMETHI,GEN,Smriti Irani,F,BJP,468514.0,942453.0,1743515.0,54.05,49.71,55120.0,5.85,2.27,National Party,1.0,False,True,12th Pass,Politics,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,AMROHA,3043720,KANWAR SINGH TANWAR,47,94,85,48,204681802.0,49949601.0,1,Normal/Others,0.5647058823529412,0.9042553191489362,AMROHA,Uttar_Pradesh,AMROHA,GEN,KUNWAR DANISH ALI,M,BSP,601082.0,1169182.0,1646435.0,71.01,51.41,63248.0,5.41,2.13,State-based Party,1.0,False,False,Graduate,Agriculture,UTTAR PRADESH,Close (5-10%),Regional,Other
Uttar Pradesh,AONLA,3042489,NEERAJ MAURYA,14,20,20,15,195866462.0,93026771.0,1,Normal/Others,0.75,1.0,AONLA,Uttar_Pradesh,AONLA,GEN,DHARMENDRA KASHYAP,M,BJP,537675.0,1052795.0,1785605.0,58.96,51.07,113743.0,10.8,2.38,National Party,2.0,True,True,10th Pass,Social Work,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,AZAMGARH,3042490,DHARMENDRA YADAV,11,69,60,12,181612394.0,20481137.0,2,Normal/Others|Repair and Renovation,0.2,0.8695652173913043,AZAMGARH,Uttar_Pradesh,AZAMGARH,GEN,Akhilesh Yadav,M,SP,621578.0,1029112.0,1789168.0,57.52,60.4,259874.0,25.25,2.08,State-based Party,5.0,False,False,Graduate Professional,Agriculture,UTTAR PRADESH,Very Safe (>20%),Regional,Other
Uttar Pradesh,BADAUN,3042491,ADITYA YADAV,35,105,100,36,199779779.0,25366273.0,1,Normal/Others,0.36,0.9523809523809523,BADAUN,Uttar_Pradesh,BADAUN,GEN,Dr. Sanghmitra Maurya,F,BJP,511352.0,1081111.0,1891576.0,57.15,47.3,18454.0,1.71,2.33,National Party,1.0,False,False,Graduate Professional,Politics,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,BAGHPAT,3042492,DR RAJKUMAR SANGWAN,15,118,56,16,128685798.0,10012352.0,2,Normal/Others|Repair and Renovation,0.2857142857142857,0.4745762711864407,BAGHPAT,Uttar_Pradesh,BAGHPAT,GEN,Dr. SATYAPAL SINGH,M,BJP,525789.0,1044894.0,1616476.0,64.64,50.32,23502.0,2.25,2.08,National Party,2.0,True,True,Post Graduate,Former Government,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,BAHRAICH(SC),3042493,ANAND KUMAR,32,74,71,33,168722356.0,38304273.0,2,Normal/Others|Repair and Renovation,0.4647887323943662,0.9594594594594594,BAHRAICH,Uttar_Pradesh,BAHRAICH,SC,AKSHAIBAR LAL,M,BJP,525982.0,989848.0,1729908.0,57.22,53.14,128752.0,13.01,2.27,National Party,1.0,False,False,10th Pass,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,BALLIA,3042494,SANATAN PANDEY,20,360,177,21,211977984.0,14313352.0,1,Normal/Others,0.11864406779661017,0.49166666666666664,BALLIA,Uttar_Pradesh,BALLIA,GEN,Virendra Singh,M,BJP,469114.0,989732.0,1822625.0,54.3,47.4,15519.0,1.57,2.33,National Party,4.0,True,True,Graduate,Agriculture,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,BANDA,3042495,KRISHNA DEVI SHIVSHANKER PATEL,158,326,303,159,181424033.24,36571427.0,2,Normal/Others|Trust and Society,0.5247524752475248,0.9294478527607362,BANDA,Uttar_Pradesh,BANDA,GEN,R.K. SINGH PATEL,M,BJP,477926.0,1034549.0,1702024.0,60.78,46.2,58938.0,5.7,2.63,National Party,2.0,False,True,Graduate,Politics,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,BANSGAON(SC),3019202,Kamlesh Paswan,0,122,84,1,182914200.0,0.0,1,Normal/Others,0.011904761904761904,0.6885245901639344,BANSGAON,Uttar_Pradesh,BANSGAON,SC,Kamlesh Paswan,M,BJP,546673.0,969136.0,1751258.0,55.34,56.41,153468.0,15.84,2.08,National Party,3.0,True,True,Graduate,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,BARABANKI(SC),3042496,TANUJ PUNIA,8,31,22,9,172867922.0,29011568.0,1,Normal/Others,0.4090909090909091,0.7096774193548387,BARABANKI,Uttar_Pradesh,BARABANKI,SC,Upendra Singh Rawat,M,BJP,535917.0,1155341.0,1816830.0,63.59,46.39,110140.0,9.53,2.63,National Party,1.0,False,False,Post Graduate,Business,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,BAREILLY,3044397,CHHATRA PAL SINGH GANGWAR,129,146,146,130,195721426.0,86556229.0,1,Normal/Others,0.8904109589041096,1.0,BAREILLY,Uttar_Pradesh,BAREILLY,GEN,SANTOSH KUMAR GANGWAR,M,BJP,565270.0,1068342.0,1797655.0,59.43,52.91,167282.0,15.66,2.38,National Party,8.0,True,True,Graduate Professional,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,BASTI,3044187,RAM PRASAD CHAUDHARY,74,312,310,76,620051800.0,127828480.0,2,Normal/Others|Repair and Renovation,0.24516129032258063,0.9935897435897436,BASTI,Uttar_Pradesh,BASTI,GEN,HARISH CHANDRA ALIAS HARISH DWIVEDI,M,BJP,471162.0,1054539.0,1845223.0,57.15,44.68,30354.0,2.88,2.63,National Party,2.0,True,True,Post Graduate,Agriculture,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,BHADOHI,3044716,VINOD KUMAR BIND,269,544,543,270,173367626.0,31220512.0,1,Normal/Others,0.4972375690607735,0.9981617647058824,BHADOHI,Uttar_Pradesh,BHADOHI,GEN,RAMESH CHAND,M,BJP,510029.0,1039390.0,1942514.0,53.51,49.07,43615.0,4.2,2.27,National Party,1.0,False,False,10th Pass,Business,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,BIJNOR,3042498,CHANDAN CHAUHAN,0,118,107,1,185631099.0,0.0,1,Normal/Others,0.009345794392523364,0.9067796610169492,BIJNOR,Uttar_Pradesh,BIJNOR,GEN,MALOOK NAGAR,M,BSP,561045.0,1100763.0,1664125.0,66.15,50.97,69941.0,6.35,2.17,State-based Party,1.0,False,True,Graduate,Business,UTTAR PRADESH,Close (5-10%),Regional,Other
Uttar Pradesh,BULANDSHAHR(SC),3019222,Bhola Singh,142,162,162,143,195380432.0,70121237.0,1,Normal/Others,0.8827160493827161,1.0,BULANDSHAHR,Uttar_Pradesh,BULANDSHAHR,SC,BHOLA SINGH,M,BJP,681321.0,1123629.0,1787925.0,62.85,60.64,290057.0,25.81,2.04,National Party,2.0,True,True,Graduate,Business,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,CHANDAULI,3042499,VIRENDRA SINGH,9,28,26,10,169948628.0,58578039.0,1,Normal/Others,0.38461538461538464,0.9285714285714286,CHANDAULI,Uttar_Pradesh,CHANDAULI,GEN,Dr. Mahendra Nath Pandey,M,BJP,510733.0,1084961.0,1756837.0,61.76,47.07,13959.0,1.29,2.33,National Party,2.0,True,True,Doctorate,Business,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,DEORIA,3042500,SHASHANK MANI,20,97,74,21,180980508.0,21011554.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.28378378378378377,0.7628865979381443,DEORIA,Uttar_Pradesh,DEORIA,GEN,RAMAPATI RAM TRIPATHI,M,BJP,580644.0,1015363.0,1754195.0,57.88,57.19,249931.0,24.61,2.27,National Party,1.0,False,False,Graduate Professional,Liberal Profession or Professional,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,DHAURAHRA,3042501,ANAND BHADAURIYA,130,178,171,131,192096168.66,36934855.0,2,Trust and Society|Normal/Others,0.7660818713450293,0.9606741573033708,DHAURAHRA,Uttar_Pradesh,DHAURAHRA,GEN,REKHA VERMA,F,BJP,512905.0,1063840.0,1644674.0,64.68,48.21,160611.0,15.1,2.78,National Party,2.0,True,True,12th Pass,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,DOMARIYAGANJ,3019200,Jagdambika Pal,0,76,65,1,188693682.0,0.0,2,Repair and Renovation|Normal/Others,0.015384615384615385,0.8552631578947368,DOMARIYAGANJ,Uttar_Pradesh,DOMARIYAGANJ,GEN,JAGDAMBIKA PAL,M,BJP,492253.0,985269.0,1885433.0,52.26,49.96,105321.0,10.69,2.5,National Party,3.0,True,True,Post Graduate,Politics,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,ETAH,3042502,DEVESH SHAKYA,136,308,303,137,175642810.0,33503905.0,1,Normal/Others,0.4521452145214521,0.9837662337662337,ETAH,Uttar_Pradesh,ETAH,GEN,Rajveer Singh (Raju Bhaiya),M,BJP,545348.0,999607.0,1621295.0,61.65,54.56,122670.0,12.27,2.08,National Party,2.0,True,True,Graduate Professional,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,ETAWAH(SC),3042503,JITENDRA KUMAR DOHARE,184,413,397,185,270904706.0,50042352.0,1,Normal/Others,0.4659949622166247,0.9612590799031477,ETAWAH,Uttar_Pradesh,ETAWAH,SC,Dr RAM SHANKAR KATHERIA,M,BJP,522119.0,1027815.0,1757984.0,58.47,50.8,64437.0,6.27,2.17,National Party,3.0,True,True,Doctorate,Education,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,FAIZABAD,3042504,AWADHESH PRASAD,87,164,151,88,205626075.0,65828033.0,1,Normal/Others,0.5827814569536424,0.9207317073170732,FAIZABAD,Uttar_Pradesh,FAIZABAD,GEN,LALLU SINGH,M,BJP,529021.0,1087121.0,1821785.0,59.67,48.66,65477.0,6.02,2.38,National Party,2.0,True,True,Post Graduate,Former Government,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,FARRUKHABAD,3019205,Mukesh Rajput,200,296,250,201,234012480.0,81152917.0,2,Normal/Others|Repair and Renovation,0.804,0.8445945945945946,FARRUKHABAD,Uttar_Pradesh,FARRUKHABAD,GEN,Mukesh Rajput,M,BJP,569880.0,1002953.0,1708585.0,58.7,56.82,221702.0,22.1,2.27,National Party,2.0,True,True,Graduate,Agriculture,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,FATEHPUR,3042505,NARESH CHANDRA UTTAM PATEL,0,82,69,1,144574000.0,0.0,2,Normal/Others|Trust and Society,0.014492753623188406,0.8414634146341463,FATEHPUR,Uttar_Pradesh,FATEHPUR,GEN,NIRANJAN JYOTI,F,BJP,566040.0,1043655.0,1839312.0,56.74,54.24,198205.0,18.99,2.44,National Party,2.0,True,True,12th Pass,Liberal Profession or Professional,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,FATEHPUR SIKRI,3019530,Rajkumar Chahar,45,48,46,46,192018184.0,95259092.0,1,Normal/Others,1.0,0.9583333333333334,FATEHPUR SIKRI,Uttar_Pradesh,FATEHPUR SIKRI,GEN,RAJKUMAR CHAHAR,M,BJP,667147.0,1037151.0,1718837.0,60.34,64.32,495065.0,47.73,2.13,National Party,1.0,False,False,Graduate,Liberal Profession or Professional,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,FIROZABAD,3042506,AKSHAYA YADAV,19,44,43,20,193808316.0,47546158.0,1,Normal/Others,0.46511627906976744,0.9772727272727273,FIROZABAD,Uttar_Pradesh,FIROZABAD,GEN,Dr. Chandra Sen Jadon,M,BJP,495819.0,1075866.0,1790510.0,60.09,46.09,28781.0,2.68,2.44,National Party,1.0,False,False,Graduate Professional,Liberal Profession or Professional,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,GAUTAM BUDDHA NAGAR,3019187,Mahesh Sharma,68,113,113,69,195081366.56,57908132.0,1,Normal/Others,0.6106194690265486,1.0,GAUTAM BUDDHA NAGAR,Uttar_Pradesh,GAUTAM BUDDHA NAGAR,GEN,Dr. MAHESH SHARMA,M,BJP,830812.0,1392952.0,2302960.0,60.49,59.64,336922.0,24.19,2.04,National Party,2.0,True,True,Graduate Professional,Politics,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,GHAZIABAD,3042507,ATUL GARG,24,71,67,25,130304320.0,21296861.0,1,Normal/Others,0.373134328358209,0.9436619718309859,GHAZIABAD,Uttar_Pradesh,GHAZIABAD,GEN,Vijay Kumar Singh,M,BJP,944503.0,1524456.0,2728978.0,55.86,61.96,501500.0,32.9,2.13,National Party,2.0,True,True,Doctorate,Retired or Pension,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,GHAZIPUR,3045253,AFZAL ANSARI,21,280,142,22,267212922.0,20797441.0,1,Normal/Others,0.15492957746478872,0.5071428571428571,GHAZIPUR,Uttar_Pradesh,GHAZIPUR,GEN,AFZAL ANSARI,M,BSP,566082.0,1105627.0,1881077.0,58.78,51.2,119392.0,10.8,2.38,State-based Party,2.0,False,True,Post Graduate,Retired or Pension,UTTAR PRADESH,Safe (10-20%),Regional,Other
Uttar Pradesh,GHOSI,3043598,RAJEEV RAI,84,246,194,85,163992266.0,27897604.0,1,Normal/Others,0.4381443298969072,0.7886178861788617,GHOSI,Uttar_Pradesh,GHOSI,GEN,ATUL KUMAR SINGH,M,BSP,573829.0,1140781.0,1991651.0,57.28,50.3,122568.0,10.74,2.44,State-based Party,1.0,False,False,Graduate,Business,UTTAR PRADESH,Safe (10-20%),Regional,Other
Uttar Pradesh,GONDA,3019203,Kirti Vardhan Singh,34,140,140,35,189912354.0,29870477.0,1,Normal/Others,0.25,1.0,GONDA,Uttar_Pradesh,GONDA,GEN,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,M,BJP,508190.0,923816.0,1770248.0,52.19,55.01,166360.0,18.01,2.27,National Party,4.0,True,True,Post Graduate,Politics,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,GORAKHPUR,3019214,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,0,10,10,1,42637000.0,0.0,1,Normal/Others,0.1,1.0,GORAKHPUR,Uttar_Pradesh,GORAKHPUR,GEN,Ravindra Shyamnarayan Shukla alias Ravi Kishan,M,BJP,717122.0,1184635.0,1981197.0,59.79,60.54,301664.0,25.46,2.04,National Party,1.0,False,False,12th Pass,Liberal Profession or Professional,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,HAMIRPUR_UP,3042508,AJENDRA SINGH LODHI,1,122,94,2,158434500.0,2000000.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.02127659574468085,0.7704918032786885,HAMIRPUR UP,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,HARDOI (SC),3019201,Jai Prakash,1,25,24,2,193190220.0,9227740.0,1,Normal/Others,0.08333333333333333,0.96,HARDOI,Uttar_Pradesh,HARDOI,SC,Jai Prakash,M,BJP,568143.0,1057558.0,1807119.0,58.52,53.72,132474.0,12.53,2.17,National Party,5.0,False,True,Graduate,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,HATHRAS (SC),3042509,ANOOP PRADHAN BALMIKI,68,75,75,69,195998210.0,92574105.0,2,Normal/Others|Repair and Renovation,0.92,1.0,HATHRAS,Uttar_Pradesh,HATHRAS,SC,RAJVIR DILER,M,BJP,684299.0,1150294.0,1864320.0,61.7,59.49,260208.0,22.62,2.04,National Party,1.0,False,False,12th Pass,Politics,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,JALAUN(SC),3042510,NARAYAN DAS AHIRWAR,36,191,176,37,130930633.6,8158224.0,1,Normal/Others,0.21022727272727273,0.9214659685863874,JALAUN,Uttar_Pradesh,JALAUN,SC,BHANU PRATAP SINGH VERMA,M,BJP,581763.0,1129955.0,1933358.0,58.45,51.49,158377.0,14.02,2.38,National Party,5.0,True,True,Post Graduate,Politics,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,JAUNPUR,3042511,BABU SINGH KUSHWAHA,17,685,661,18,169968358.0,11639029.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.02723146747352496,0.964963503649635,JAUNPUR,Uttar_Pradesh,JAUNPUR,GEN,SHYAM SINGH YADAV,M,BSP,521128.0,1040652.0,1867976.0,55.71,50.08,80936.0,7.78,2.33,State-based Party,1.0,False,False,Post Graduate,Liberal Profession or Professional,UTTAR PRADESH,Close (5-10%),Regional,Other
Uttar Pradesh,JHANSI,3018405,Anurag Sharma,78,172,155,79,185311616.0,39169926.0,1,Normal/Others,0.5096774193548387,0.9011627906976745,JHANSI,Uttar_Pradesh,JHANSI,GEN,Anurag Sharma,M,BJP,809272.0,1380890.0,2040739.0,67.67,58.61,365683.0,26.48,2.27,National Party,1.0,False,False,Post Graduate,Business,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,KAIRANA,3042512,IQRA CHOUDHARY,23,66,64,24,105047066.0,24364982.0,1,Normal/Others,0.375,0.9696969696969697,KAIRANA,Uttar_Pradesh,KAIRANA,GEN,Pradeep Kumar,M,BJP,566961.0,1124047.0,1666703.0,67.44,50.44,92160.0,8.2,2.33,National Party,1.0,False,False,Post Graduate,Politics,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,KAISERGANJ,3043395,KARAN BHUSHAN SINGH,30,74,74,31,192215372.0,42302858.0,2,Normal/Others|Trust and Society,0.4189189189189189,1.0,KAISERGANJ,Uttar_Pradesh,KAISERGANJ,GEN,Brijbhusan Sharan Singh,M,BJP,581358.0,981400.0,1805946.0,54.34,59.24,261601.0,26.66,2.17,National Party,6.0,True,True,Graduate Professional,Agriculture,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,KANNAUJ,3043488,AKHILESH YADAV,6,215,79,7,159379844.0,1789578.0,2,Repair and Renovation|Normal/Others,0.08860759493670886,0.3674418604651163,KANNAUJ,Uttar_Pradesh,KANNAUJ,GEN,SUBRAT PATHAK,M,BJP,563087.0,1140496.0,1874824.0,60.83,49.37,12353.0,1.08,2.13,National Party,1.0,False,True,Graduate,Business,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,KANPUR,3042513,RAMESH AWASTHI,47,94,94,48,174386838.0,47899419.0,1,Normal/Others,0.5106382978723404,1.0,KANPUR,Uttar_Pradesh,KANPUR,GEN,Satyadev Pachauri,M,BJP,468937.0,842994.0,1632983.0,51.62,55.63,155934.0,18.5,2.22,National Party,1.0,False,False,Post Graduate,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,KAUSHAMBI(SC),3042514,PUSHPENDRA SAROJ,392,754,720,393,149279114.0,27265396.0,1,Normal/Others,0.5458333333333333,0.9549071618037135,KAUSHAMBI,Uttar_Pradesh,KAUSHAMBI,SC,VINOD KUMAR SONKAR,M,BJP,383009.0,974438.0,1787120.0,54.53,39.31,38722.0,3.97,3.33,National Party,2.0,True,True,Graduate,Business,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,KHERI,3042515,UTKARSH VERMA MADHUR,197,350,350,198,150173464.0,40958382.0,1,Normal/Others,0.5657142857142857,1.0,KHERI,Uttar_Pradesh,KHERI,GEN,Ajay Kumar,M,BJP,609589.0,1136660.0,1770699.0,64.19,53.63,218807.0,19.25,2.38,National Party,2.0,True,True,Graduate Professional,Business,UTTAR PRADESH,Safe (10-20%),National,NDA
Uttar Pradesh,KUSHI NAGAR,3019220,Vijay Kumar Dubey,104,197,168,105,179965925.0,40257687.0,2,Normal/Others|Trust and Society,0.625,0.8527918781725888,KUSHI NAGAR,Uttar_Pradesh,KUSHI NAGAR,GEN,VIJAY KUMAR DUBEY,M,BJP,597039.0,1053117.0,1761564.0,59.78,56.69,337560.0,32.05,2.5,National Party,1.0,False,False,12th Pass,Retired or Pension,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,LALGANJ (SC),3042516,DAROGA PRASAD SAROJ,58,296,255,59,180702756.0,21279304.0,1,Normal/Others,0.23137254901960785,0.8614864864864865,LALGANJ,Uttar_Pradesh,LALGANJ,SC,Sangeeta Azad,F,BSP,518820.0,960568.0,1751980.0,54.83,54.01,161597.0,16.82,2.33,State-based Party,1.0,False,False,Graduate Professional,Business,UTTAR PRADESH,Safe (10-20%),Regional,Other
Uttar Pradesh,LUCKNOW,3019311,Rajnath Singh,28,103,93,29,199959952.0,24421976.0,2,Normal/Others|Trust and Society,0.3118279569892473,0.9029126213592233,LUCKNOW,Uttar_Pradesh,LUCKNOW,GEN,Rajnath Singh,M,BJP,633026.0,1116445.0,2040367.0,54.72,56.7,347302.0,31.11,2.38,National Party,3.0,True,True,Post Graduate,Retired or Pension,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,MACHHLISHAHR(SC),3042517,PRIYA SAROJ,725,1359,1354,726,192638822.0,34383272.0,1,Normal/Others,0.5361890694239291,0.9963208241353937,MACHHLISHAHR,Uttar_Pradesh,MACHHLISHAHR,SC,Bholanath (B.P. Saroj),M,BJP,488397.0,1034925.0,1848306.0,55.99,47.19,181.0,0.02,2.27,National Party,1.0,False,True,Graduate,Business,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,MAHARAJGANJ_UP,3019207,Pankaj Chowdhary,19,50,50,20,195120568.0,41543552.0,1,Normal/Others,0.4,1.0,MAHARAJGANJ UP,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,MAINPURI,3019226,Smt Dimple Yadav,16,163,124,17,223124114.0,14327061.0,1,Normal/Others,0.13709677419354838,0.7607361963190185,MAINPURI,Uttar_Pradesh,MAINPURI,GEN,MULAYAM SINGH YADAV,M,SP,524926.0,976518.0,1723236.0,56.67,53.75,94389.0,9.67,2.08,State-based Party,9.0,True,True,Post Graduate,Politics,UTTAR PRADESH,Close (5-10%),Regional,Other
Uttar Pradesh,MATHURA,3019227,Smt Hema Malini,22,60,45,23,92305008.0,24995988.0,1,Normal/Others,0.5111111111111111,0.75,MATHURA,Uttar_Pradesh,MATHURA,GEN,HEMA MALINI,F,BJP,671293.0,1102731.0,1807893.0,61.0,60.88,293471.0,26.61,2.04,National Party,2.0,True,True,Doctorate,Liberal Profession or Professional,UTTAR PRADESH,Very Safe (>20%),National,NDA
Uttar Pradesh,MEERUT,3042518,ARUN GOVIL,36,133,112,37,176700150.0,26677116.0,1,Normal/Others,0.33035714285714285,0.8421052631578947,MEERUT,Uttar_Pradesh,MEERUT,GEN,RAJENDRA AGARWAL,M,BJP,586184.0,1216413.0,1892931.0,64.26,48.19,4729.0,0.39,2.17,National Party,3.0,True,True,Post Graduate,Politics,UTTAR PRADESH,Very Close (<5%),National,NDA
Uttar Pradesh,MIRZAPUR,3019225,Smt Anupriya Patel,0,11,11,1,142456000.0,0.0,1,Normal/Others,0.09090909090909091,1.0,MIRZAPUR,Uttar_Pradesh,MIRZAPUR,GEN,Anupriya Singh Patel,F,ADAL,591564.0,1108965.0,1845150.0,60.1,53.34,232008.0,20.92,2.5,Local Party,2.0,True,True,Post Graduate,Politics,UTTAR PRADESH,Very Safe (>20%),Regional,Other
Uttar Pradesh,MISRIKH(SC),3019244,Ashok Kumar Rawat,2,5,4,3,193123410.0,48614657.0,2,Normal/Others|Trust and Society,0.75,0.8,MISRIKH,Uttar_Pradesh,MISRIKH,SC,Ashok Kumar Rawat,M,BJP,534429.0,1026668.0,1796932.0,57.13,52.05,100672.0,9.81,2.22,National Party,3.0,False,True,Post Graduate,Business,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,MOHANLALGANJ(SC),3042816,R.K. CHAUDHARY,0,90,75,1,117839737.0,0.0,2,Normal/Others|Repair and Renovation,0.013333333333333334,0.8333333333333334,MOHANLALGANJ,Uttar_Pradesh,MOHANLALGANJ,SC,Kaushal Kishore,M,BJP,629999.0,1269594.0,2023431.0,62.74,49.62,90204.0,7.1,2.33,National Party,2.0,True,True,Graduate,Politics,UTTAR PRADESH,Close (5-10%),National,NDA
Uttar Pradesh,MORADABAD,3042519,RUCHI VIRA,165,274,213,166,111361550.0,33266575.0,1,Normal/Others,0.7793427230046949,0.7773722627737226,MORADABAD,Uttar_Pradesh,MORADABAD,GEN,Dr. S.T. HASAN,M,SP,649416.0,1282206.0,1958939.0,65.45,50.65,97878.0,7.63,2.27,State-based Party,1.0,False,True,Post Graduate,Liberal Profession or Professional,UTTAR PRADESH,Close (5-10%),Regional,Other
