state_name,constituency_name,mp_id,mp_name,total_works,works_recommended,works_sanctioned,works_completed,total_recommended_amount,total_actual_amount,unique_categories,categories_list,completion_rate,sanction_rate,constituency_clean,State_Name,Constituency_Name,Constituency_Type,Candidate,Sex,Party,Votes,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_Type_TCPD,No_Terms,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,state_clean,margin_category,party_category,alliance_2019
Haryana,KURUKSHETRA,3042342,NAVEEN JINDAL,92,198,193,93,157313304.0,26947518.0,3,Trust and Society|Normal/Others|Repair and Renovation,0.48186528497409326,0.9747474747474747,KURUKSHETRA,Haryana,KURUKSHETRA,GEN,NAYAB SINGH,M,BJP,688629.0,1230202.0,1657335.0,74.23,55.98,384591.0,31.26,2.7,National Party,1.0,False,False,Graduate Professional,Business,HARYANA,Very Safe (>20%),National,NDA
Haryana,ROHTAK,3042343,DEEPENDER SINGH HOODA,32,143,128,33,181039862.0,17858931.0,2,Normal/Others|Repair and Renovation,0.2578125,0.8951048951048951,ROHTAK,Haryana,ROHTAK,GEN,ARVIND KUMAR SHARMA,M,BJP,573845.0,1220571.0,1737133.0,70.26,47.01,7503.0,0.61,2.27,National Party,4.0,False,True,Post Graduate,Retired or Pension,HARYANA,Very Close (<5%),National,NDA
Haryana,SIRSA(SC),3042344,SELJA,45,260,216,46,153665486.0,8695844.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.21296296296296297,0.8307692307692308,SIRSA,Haryana,SIRSA,SC,Sunita Duggal,F,BJP,714351.0,1369486.0,1803349.0,75.94,52.16,309918.0,22.63,2.78,National Party,1.0,False,False,Post Graduate,Business,HARYANA,Very Safe (>20%),National,NDA
Haryana,SONEPAT,3042345,SATPAL BRAHAMCHARI,6,147,101,7,158687974.0,5390153.0,2,Normal/Others|Trust and Society,0.06930693069306931,0.6870748299319728,SONEPAT,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh,HAMIRPUR_HP,3018369,Anurag Singh Thakur,21,200,190,22,61810552.0,2837574.0,2,Normal/Others|Repair and Renovation,0.11578947368421053,0.95,HAMIRPUR HP,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh,HAMIRPUR_HP,3042346,Anurag Singh Thakur,0,1,1,1,0.0,0.0,0,,1.0,1.0,HAMIRPUR HP,,,,,,,,,,,,,,,,,,,,,,,,
Himachal Pradesh,KANGRA,3042347,RAJEEV BHARDWAJ,113,519,464,114,240739608.0,22375334.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.24568965517241378,0.8940269749518305,KANGRA,Himachal_Pradesh,KANGRA,GEN,Kishan Kapoor,M,BJP,725218.0,1006989.0,1427338.0,70.55,72.02,477623.0,47.43,1.72,National Party,1.0,False,False,12th Pass,Business,HIMACHAL PRADESH,Very Safe (>20%),National,NDA
Himachal Pradesh,MANDI,3043229,Kangana Ranaut,10,316,287,11,175901430.0,1337715.0,2,Normal/Others|Bar and Associations,0.03832752613240418,0.9082278481012658,MANDI,Himachal_Pradesh,MANDI,GEN,RAM SWAROOP SHARMA,M,BJP,647189.0,941371.0,1281462.0,73.46,68.75,405459.0,43.07,1.85,National Party,2.0,True,True,10th Pass,Politics,HIMACHAL PRADESH,Very Safe (>20%),National,NDA
Himachal Pradesh,SHIMLA (SC),3019014,Suresh Kumar Kashyap,42,506,503,43,206073756.0,10435000.0,2,Normal/Others|Repair and Renovation,0.08548707753479125,0.9940711462450593,SHIMLA,Himachal_Pradesh,SHIMLA,SC,SURESH KUMAR KASHYAP,M,BJP,606182.0,913607.0,1259085.0,72.56,66.35,327514.0,35.85,1.89,National Party,1.0,False,False,Post Graduate,Politics,HIMACHAL PRADESH,Very Safe (>20%),National,NDA
Jammu And Kashmir,ANANTNAG,3042348,MIAN ALTAF AHMAD,5,60,53,6,173012229.0,1830736.0,1,Normal/Others,0.11320754716981132,0.8833333333333333,ANANTNAG,Jammu_&_Kashmir,ANANTNAG,GEN,HASNAIN MASOODI,M,JKN,40180.0,124896.0,1397779.0,8.94,32.17,6676.0,5.35,4.17,State-based Party,1.0,False,False,Post Graduate,Liberal Profession or Professional,JAMMU & KASHMIR,Close (5-10%),Regional,Other
Jammu And Kashmir,BARAMULLAH,3044682,ABDUL RASHID SHEIKH,12,125,92,13,99787597.92,4756190.0,2,Normal/Others|Repair and Renovation,0.14130434782608695,0.736,BARAMULLAH,,,,,,,,,,,,,,,,,,,,,,,,
Jammu And Kashmir,JAMMU,3017396,Shri Jugal Kishore Sharma,25,194,165,26,186063322.0,7162331.0,2,Normal/Others|Repair and Renovation,0.15757575757575756,0.8505154639175257,JAMMU,Jammu_&_Kashmir,JAMMU,GEN,Jugal Kishore,M,BJP,858066.0,1478795.0,2047302.0,72.23,58.02,302875.0,20.48,2.08,National Party,2.0,True,True,10th Pass,Business,JAMMU & KASHMIR,Very Safe (>20%),National,NDA
Jammu And Kashmir,SRINAGAR,3042349,AGA SYED RUHULLAH MEHDI,19,164,129,20,126080360.98,5331242.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.15503875968992248,0.7865853658536586,SRINAGAR,Jammu_&_Kashmir,SRINAGAR,GEN,Farooq Abdullah,M,JKN,106750.0,186832.0,1294671.0,14.43,57.14,70050.0,37.49,2.56,State-based Party,4.0,True,True,Graduate Professional,Politics,JAMMU & KASHMIR,Very Safe (>20%),Regional,Other
Jammu And Kashmir,UDHAMPUR,3019016,Jitendra Singh,174,334,266,175,172755346.0,32174173.0,1,Normal/Others,0.6578947368421053,0.7964071856287425,UDHAMPUR,Jammu_&_Kashmir,UDHAMPUR,GEN,DR. JITENDRA SINGH,M,BJP,724311.0,1180123.0,1685816.0,70.0,61.38,357252.0,30.27,2.08,National Party,2.0,True,True,Post Graduate,Retired or Pension,JAMMU & KASHMIR,Very Safe (>20%),National,NDA
Jharkhand,CHATRA,3042350,KALI CHARAN SINGH,1,477,451,2,189548636.0,299318.0,2,Normal/Others|Repair and Renovation,0.004434589800443459,0.9454926624737946,CHATRA,Jharkhand,CHATRA,GEN,SUNIL KUMAR SINGH,M,BJP,528077.0,925937.0,1425218.0,64.97,57.03,377871.0,40.81,2.7,National Party,2.0,True,True,Post Graduate,Salaried Work or Employed,JHARKHAND,Very Safe (>20%),National,NDA
Jharkhand,DHANBAD,3042351,DULU MAHATO,55,264,168,56,155542000.0,20745000.0,1,Normal/Others,0.3333333333333333,0.6363636363636364,DHANBAD,Jharkhand,DHANBAD,GEN,PASHUPATI NATH SINGH,M,BJP,827234.0,1252817.0,2072634.0,60.45,66.03,486194.0,38.81,1.96,National Party,3.0,True,True,Graduate,Politics,JHARKHAND,Very Safe (>20%),National,NDA
Jharkhand,DUMKA(ST),3043223,NALIN SOREN,36,378,287,37,216450000.0,11100000.0,1,Normal/Others,0.1289198606271777,0.7592592592592593,DUMKA,Jharkhand,DUMKA,ST,SUNIL SOREN,M,BJP,484923.0,1025968.0,1397253.0,73.43,47.26,47590.0,4.64,2.5,National Party,1.0,False,True,12th Pass,Retired or Pension,JHARKHAND,Very Close (<5%),National,NDA
Jharkhand,GIRIDIH,3017399,Shri Chandra Prakash Choudhary,29,633,595,30,181871344.0,8043922.0,1,Normal/Others,0.05042016806722689,0.9399684044233807,GIRIDIH,Jharkhand,GIRIDIH,GEN,Chandra Prakash Choudhary,M,AJSUP,648277.0,1106918.0,1649413.0,67.11,58.57,248347.0,22.44,2.13,Local Party,1.0,False,False,Graduate,Politics,JHARKHAND,Very Safe (>20%),Regional,NDA
Jharkhand,GODDA,3019020,Nishikant Dubey,0,3,2,1,6071020.0,0.0,1,Normal/Others,0.5,0.6666666666666666,GODDA,Jharkhand,GODDA,GEN,Nishikant Dubey,M,BJP,637610.0,1194036.0,1716766.0,69.55,53.4,184227.0,15.43,2.33,National Party,3.0,True,True,Doctorate,Politics,JHARKHAND,Safe (10-20%),National,NDA
Jharkhand,HAZARIBAGH,3042352,MANISH JAISWAL,0,196,32,1,112587750.0,0.0,2,Normal/Others|Repair and Renovation,0.03125,0.16326530612244897,HAZARIBAGH,Jharkhand,HAZARIBAGH,GEN,JAYANT SINHA,M,BJP,728798.0,1080929.0,1667465.0,64.82,67.42,479548.0,44.36,2.0,National Party,2.0,True,True,Post Graduate,Politics,JHARKHAND,Very Safe (>20%),National,NDA
Jharkhand,JAMSHEDPUR,3019022,Bidyut Baran Mahato,0,174,174,1,195943594.0,0.0,1,Normal/Others,0.005747126436781609,1.0,JAMSHEDPUR,Jharkhand,JAMSHEDPUR,GEN,Bidyut Baran Mahato,M,BJP,679632.0,1144226.0,1703279.0,67.18,59.4,302090.0,26.4,2.17,National Party,2.0,True,True,12th Pass,Politics,JHARKHAND,Very Safe (>20%),National,NDA
Jharkhand,KHUNTI(ST),3042353,KALI CHARAN MUNDA,13,266,166,14,185961800.0,8250000.0,2,Normal/Others|Repair and Renovation,0.08433734939759036,0.6240601503759399,KHUNTI,Jharkhand,KHUNTI,ST,ARJUN MUNDA,M,BJP,382638.0,832377.0,1202664.0,69.21,45.97,1445.0,0.17,2.38,National Party,2.0,False,False,12th Pass,Politics,JHARKHAND,Very Close (<5%),National,NDA
Jharkhand,KODARMA,3018370,Annpurna Devi,71,336,226,72,168966434.0,20485917.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.3185840707964602,0.6726190476190477,KODARMA,Jharkhand,KODARMA,GEN,ANNPURNA DEVI,F,BJP,753016.0,1209541.0,1814125.0,66.67,62.26,455600.0,37.67,2.22,National Party,1.0,False,False,Post Graduate,Business,JHARKHAND,Very Safe (>20%),National,NDA
Jharkhand,LOHARDAGA(ST),3042354,SUKHDEO BHAGAT,50,286,270,51,302551831.0,31199500.0,2,Normal/Others|Repair and Renovation,0.18888888888888888,0.9440559440559441,LOHARDAGA,Jharkhand,LOHARDAGA,ST,SUDARSHAN BHAGAT,M,BJP,371595.0,817550.0,1234286.0,66.24,45.45,10363.0,1.27,2.44,National Party,3.0,True,True,Graduate,Politics,JHARKHAND,Very Close (<5%),National,NDA
Jharkhand,PALAMU(SC),3018374,Vishnu Dayal Ram,38,254,183,39,187637558.0,17107179.0,1,Normal/Others,0.21311475409836064,0.7204724409448819,PALAMU,,,,,,,,,,,,,,,,,,,,,,,,
Jharkhand,RAJMAHAL(ST),3019023,Vijay Kumar Hansdak,0,463,294,1,143555000.0,0.0,2,Normal/Others|Repair and Renovation,0.003401360544217687,0.6349892008639308,RAJMAHAL,Jharkhand,RAJMAHAL,ST,VIJAY KUMAR HANSDAK,M,JMM,507830.0,1047657.0,1454436.0,72.03,48.47,99195.0,9.47,2.63,State-based Party,2.0,True,True,10th Pass,Business,JHARKHAND,Close (5-10%),Regional,UPA
Jharkhand,RANCHI,3018372,Sanjay Seth,49,151,151,50,195585296.0,29564600.0,1,Normal/Others,0.33112582781456956,1.0,RANCHI,Jharkhand,RANCHI,GEN,SANJAY SETH,M,BJP,706510.0,1234926.0,1915959.0,64.45,57.21,282780.0,22.9,2.22,National Party,1.0,False,False,Graduate Professional,Business,JHARKHAND,Very Safe (>20%),National,NDA
Jharkhand,SINGHBHUM(ST),3042356,JOBA MAJHI,0,119,89,1,138240620.0,0.0,2,Repair and Renovation|Normal/Others,0.011235955056179775,0.7478991596638656,SINGHBHUM,Jharkhand,SINGHBHUM,ST,GEETA KORA,F,INC,431815.0,879329.0,1269917.0,69.24,49.11,72155.0,8.21,2.44,National Party,1.0,False,True,Post Graduate,Business,JHARKHAND,Close (5-10%),National,UPA
Karnataka,BAGALKOT,3019034,Parvatagouda Chandanagouda Gaddigoudar,22,184,163,23,182580876.0,10990438.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.1411042944785276,0.8858695652173914,BAGALKOT,Karnataka,BAGALKOT,GEN,Gaddigoudar Parvatagouda Chandanagouda,M,BJP,664638.0,1204613.0,1704010.0,70.69,55.17,168187.0,13.96,2.13,National Party,4.0,True,True,Graduate Professional,Agriculture,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,BANGALORE CENTRAL,3019529,P C Mohan,1,13,3,2,27266512.0,4739506.0,3,Repair and Renovation|Trust and Society|Normal/Others,0.6666666666666666,0.23076923076923078,BANGALORE CENTRAL,Karnataka,BANGALORE CENTRAL,GEN,P. C. Mohan,M,BJP,602853.0,1197234.0,2204817.0,54.3,50.35,70968.0,5.93,2.22,National Party,3.0,True,True,12th Pass,Business,KARNATAKA,Close (5-10%),National,NDA
Karnataka,BANGALORE NORTH,3043716,SHOBHA KARANDLAJE,5,98,52,6,151277466.0,2493733.0,1,Normal/Others,0.11538461538461539,0.5306122448979592,BANGALORE NORTH,Karnataka,BANGALORE NORTH,GEN,D.V. Sadananda Gowda,M,BJP,824500.0,1559459.0,2849250.0,54.73,52.87,147518.0,9.46,2.13,National Party,4.0,True,True,Graduate Professional,Politics,KARNATAKA,Close (5-10%),National,NDA
Karnataka,BANGALORE RURAL,3042357,DR C N MANJUNATH,36,201,129,37,159995278.0,17637639.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.2868217054263566,0.6417910447761194,BANGALORE RURAL,Karnataka,BANGALORE RURAL,GEN,D.K. SURESH,M,INC,878258.0,1621906.0,2497458.0,64.94,54.15,206870.0,12.75,2.17,National Party,3.0,True,True,12th Pass,Business,KARNATAKA,Safe (10-20%),National,UPA
Karnataka,BANGALORE SOUTH,3017406,Shri LS Tejasvi Surya,7,102,48,8,141685896.0,3492948.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.16666666666666666,0.47058823529411764,BANGALORE SOUTH,Karnataka,BANGALORE SOUTH,GEN,TEJASVI SURYA,M,BJP,739229.0,1188491.0,2215489.0,53.64,62.2,331192.0,27.87,1.96,National Party,1.0,False,False,Graduate Professional,Liberal Profession or Professional,KARNATAKA,Very Safe (>20%),National,NDA
Karnataka,BELGAUM,3042358,JAGADISH SHETTAR,0,166,9,1,94000000.0,0.0,3,Trust and Society|Normal/Others|Repair and Renovation,0.1111111111111111,0.05421686746987952,BELGAUM,Karnataka,BELGAUM,GEN,ANGADI SURESH CHANNABASAPPA,M,BJP,761991.0,1205229.0,1779350.0,67.73,63.22,391304.0,32.47,2.04,National Party,4.0,True,True,Graduate Professional,Business,KARNATAKA,Very Safe (>20%),National,NDA
Karnataka,BELLARY(ST),3042359,E. TUKARAM,0,92,21,1,118600000.0,0.0,2,Normal/Others|Trust and Society,0.047619047619047616,0.22826086956521738,BELLARY,Karnataka,BELLARY,ST,Y. DEVENDRAPPA,M,BJP,616388.0,1221926.0,1751734.0,69.76,50.44,55707.0,4.56,2.17,National Party,1.0,False,False,5th Pass,Agriculture,KARNATAKA,Very Close (<5%),National,NDA
Karnataka,BIDAR,3042360,SAGAR ESHWAR KHANDRE,0,138,81,1,111428500.0,0.0,2,Normal/Others|Repair and Renovation,0.012345679012345678,0.5869565217391305,BIDAR,Karnataka,BIDAR,GEN,BHAGWANTH KHUBA,M,BJP,585471.0,1117167.0,1775095.0,62.94,52.41,116834.0,10.46,2.22,National Party,2.0,True,True,Graduate Professional,Politics,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,BIJAPUR(SC),3019039,Ramesh Chandappa Jigajinagi,0,280,56,1,108530000.0,0.0,1,Normal/Others,0.017857142857142856,0.2,BIJAPUR,Karnataka,BIJAPUR,SC,JIGAJINAGI RAMESH CHANDAPPA,M,BJP,635867.0,1111354.0,1797587.0,61.82,57.22,258038.0,23.22,2.22,National Party,6.0,True,True,Graduate,Agriculture,KARNATAKA,Very Safe (>20%),National,NDA
Karnataka,CHAMARAJANAGAR(SC),3042361,SUNIL BOSE,0,115,50,1,135750000.0,0.0,1,Normal/Others,0.02,0.43478260869565216,CHAMARAJANAGAR,Karnataka,CHAMARAJANAGAR,SC,V. SRINIVAS PRASAD,M,BJP,568537.0,1270658.0,1686333.0,75.35,44.74,1817.0,0.14,2.5,National Party,1.0,False,False,Post Graduate,Business,KARNATAKA,Very Close (<5%),National,NDA
Karnataka,CHIKBALLAPUR,3042362,DR.K.SUDHAKAR,10,161,84,11,156271124.0,2995562.0,2,Normal/Others|Trust and Society,0.13095238095238096,0.5217391304347826,CHIKBALLAPUR,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,CHIKKODI,3043717,PRIYANKA SATISH JARKIHOLI,8,149,20,9,100371544.0,6860772.0,2,Normal/Others|Trust and Society,0.45,0.1342281879194631,CHIKKODI,Karnataka,CHIKKODI,GEN,ANNASAHEB SHANKAR JOLLE,M,BJP,645017.0,1217549.0,1612556.0,75.5,52.98,118877.0,9.76,2.13,National Party,1.0,False,False,12th Pass,Business,KARNATAKA,Close (5-10%),National,NDA
Karnataka,CHITRADURGA(SC),3042363,GOVIND MAKTHAPPA KARJOL,1,187,116,2,160200000.0,500000.0,3,Normal/Others|Trust and Society|Repair and Renovation,0.017241379310344827,0.6203208556149733,CHITRADURGA,Karnataka,CHITRADURGA,SC,A NARAYANASWAMY,M,BJP,626195.0,1245950.0,1760633.0,70.77,50.26,80178.0,6.44,2.27,National Party,2.0,False,True,Graduate,Business,KARNATAKA,Close (5-10%),National,NDA
Karnataka,DAKSHINA KANNADA,3042364,CAPTAIN BRIJESH CHOWTA,63,206,141,64,158784118.0,29637059.0,2,Repair and Renovation|Normal/Others,0.45390070921985815,0.6844660194174758,DAKSHINA KANNADA,Karnataka,DAKSHINA KANNADA,GEN,NALIN KUMAR KATEEL,M,BJP,774285.0,1345039.0,1724976.0,77.97,57.57,274621.0,20.42,2.13,National Party,3.0,True,True,10th Pass,Politics,KARNATAKA,Very Safe (>20%),National,NDA
Karnataka,DAVANAGERE,3042365,DR. PRABHA MALLIKARJUN,4,97,43,5,136100000.0,4800000.0,1,Normal/Others,0.11627906976744186,0.44329896907216493,DAVANAGERE,Karnataka,DAVANAGERE,GEN,G M SIDDESHWAR,M,BJP,652996.0,1194586.0,1633064.0,73.15,54.66,169702.0,14.21,2.17,National Party,4.0,True,True,10th Pass,Politics,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,DHARWAD,3019036,Pralhad Venkatesh Joshi,18,194,79,19,124990148.0,7995074.0,2,Normal/Others|Trust and Society,0.24050632911392406,0.4072164948453608,DHARWAD,Karnataka,DHARWAD,GEN,Pralhad Joshi,M,BJP,684837.0,1213505.0,1727311.0,70.25,56.43,205072.0,16.9,2.08,National Party,4.0,True,True,Graduate,Business,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,GULBARGA(SC),3042366,RADHAKRISHNA,0,30,4,1,114100000.0,0.0,1,Normal/Others,0.25,0.13333333333333333,GULBARGA,Karnataka,GULBARGA,SC,DR. UMESH G JADHAV,M,BJP,620192.0,1189361.0,1945765.0,61.13,52.14,95452.0,8.03,2.17,National Party,1.0,False,False,Post Graduate,Liberal Profession or Professional,KARNATAKA,Close (5-10%),National,NDA
Karnataka,HASSAN,3042367,SHREYAS. M. PATEL,5,193,147,6,170992008.0,2387374.0,3,Repair and Renovation|Normal/Others|Trust and Society,0.04081632653061224,0.7616580310880829,HASSAN,Karnataka,HASSAN,GEN,PRAJWAL REVANNA,M,JD(S),676606.0,1277552.0,1652999.0,77.29,52.96,141324.0,11.06,2.17,State-based Party (Other State),1.0,False,False,Graduate Professional,Business,KARNATAKA,Safe (10-20%),Regional,Other
Karnataka,HAVERI,3042368,BASAVARAJ BOMMAI,8,160,111,9,160950000.0,5600000.0,2,Normal/Others|Trust and Society,0.08108108108108109,0.69375,HAVERI,Karnataka,HAVERI,GEN,UDASI. S.C.,M,BJP,683660.0,1266679.0,1708510.0,74.14,53.97,140882.0,11.12,2.13,National Party,3.0,True,True,12th Pass,Business,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,KOLAR(SC),3042369,M. MALLESH BABU,2,84,69,3,95148000.0,2995000.0,2,Normal/Others|Repair and Renovation,0.043478260869565216,0.8214285714285714,KOLAR,Karnataka,KOLAR,SC,S. MUNISWAMY,M,BJP,709165.0,1258551.0,1629961.0,77.21,56.35,210021.0,16.69,2.08,National Party,1.0,False,False,12th Pass,Politics,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,KOPPAL,3042370,K. RAJASHEKAR BASAVARAJ HITNAL,41,181,122,42,169470198.0,19090099.0,2,Normal/Others|Trust and Society,0.3442622950819672,0.6740331491712708,KOPPAL,Karnataka,KOPPAL,GEN,KARADI SANGANNA AMARAPPA,M,BJP,586783.0,1190347.0,1736693.0,68.54,49.3,38397.0,3.23,2.22,National Party,2.0,True,True,10th Pass,Agriculture,KARNATAKA,Very Close (<5%),National,NDA
Karnataka,MANDYA,3042371,H.D. KUMARASWAMY,0,148,70,1,141500000.0,0.0,2,Normal/Others|Repair and Renovation,0.014285714285714285,0.47297297297297297,MANDYA,Karnataka,MANDYA,GEN,SUMALATHA AMBAREESH,F,IND,703660.0,1379210.0,1712004.0,80.56,51.02,125876.0,9.13,2.27,Independents,1.0,False,False,10th Pass,Liberal Profession or Professional,KARNATAKA,Close (5-10%),Independent,Other
Karnataka,MYSORE,3042372,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,14,163,98,15,157300000.0,9000000.0,3,Normal/Others|Repair and Renovation|Bar and Associations,0.15306122448979592,0.6012269938650306,MYSORE,Karnataka,MYSORE,GEN,PRATHAP SIMHA,M,BJP,688974.0,1318041.0,1896333.0,69.5,52.27,138647.0,10.52,2.27,National Party,2.0,True,True,Post Graduate,Liberal Profession or Professional,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,RAICHUR(ST),3042373,G. KUMAR NAIK,7,108,51,8,117491096.0,5495548.0,3,Repair and Renovation|Normal/Others|Trust and Society,0.1568627450980392,0.4722222222222222,RAICHUR,Karnataka,RAICHUR,ST,RAJA AMARESHWARA NAIK,M,BJP,598337.0,1124385.0,1928204.0,58.31,53.21,117716.0,10.47,2.17,National Party,1.0,False,False,Graduate Professional,Agriculture,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,SHIMOGA,3017402,Shri B Y Raghavendra,40,249,192,41,173807590.0,17471295.0,3,Normal/Others|Repair and Renovation|Trust and Society,0.21354166666666666,0.7710843373493976,SHIMOGA,Karnataka,SHIMOGA,GEN,B.Y.RAGHAVENDRA.,M,BJP,729872.0,1283577.0,1676668.0,76.56,56.86,223360.0,17.4,2.08,National Party,2.0,False,False,Graduate,Business,KARNATAKA,Safe (10-20%),National,NDA
Karnataka,TUMKUR,3042374,V. SOMANNA,0,55,19,1,98919000.0,0.0,2,Trust and Society|Normal/Others,0.05263157894736842,0.34545454545454546,TUMKUR,Karnataka,TUMKUR,GEN,G. S. BASAVARAJ,M,BJP,596127.0,1244858.0,1608545.0,77.39,47.89,13339.0,1.07,2.22,National Party,5.0,False,True,Graduate Professional,Liberal Profession or Professional,KARNATAKA,Very Close (<5%),National,NDA
Karnataka,UDUPI CHIKMAGALUR,3042375,KOTA SRINIVAS POOJARY,40,263,104,41,139150584.0,17610292.0,2,Normal/Others|Repair and Renovation,0.3942307692307692,0.39543726235741444,UDUPI CHIKMAGALUR,Karnataka,UDUPI CHIKMAGALUR,GEN,SHOBHA KARANDLAJE,F,BJP,718916.0,1151012.0,1513806.0,76.03,62.46,349599.0,30.37,2.04,National Party,2.0,True,True,Post Graduate,Politics,KARNATAKA,Very Safe (>20%),National,NDA
Karnataka,UTTARA KANNADA,3042376,VISHWESHWAR HEGDE KAGERI,0,113,46,0,108325000.0,0.0,1,Normal/Others,0.0,0.40707964601769914,UTTARA KANNADA,Karnataka,UTTARA KANNADA,GEN,ANANTKUMAR HEGDE,M,BJP,786042.0,1153480.0,1556599.0,74.1,68.15,479649.0,41.58,1.89,National Party,6.0,True,True,12th Pass,Business,KARNATAKA,Very Safe (>20%),National,NDA
Kerala,ALAPPUZHA,3042377,K. C VENUGOPAL,18,89,65,19,143730718.0,13236271.0,1,Normal/Others,0.2923076923076923,0.7303370786516854,ALAPPUZHA,Kerala,ALAPPUZHA,GEN,Adv. A M ARIFF,M,CPM,445970.0,1088728.0,1356701.0,80.25,40.96,10474.0,0.96,2.78,National Party,1.0,False,False,Graduate Professional,Social Work,KERALA,Very Close (<5%),National,Other
Kerala,ALATHUR(SC),3043393,K RADHAKRISHNAN,11,166,131,12,212157694.0,14430347.0,2,Normal/Others|Repair and Renovation,0.0916030534351145,0.7891566265060241,ALATHUR,Kerala,ALATHUR,SC,RAMYA HARIDAS,F,INC,533815.0,1018743.0,1266794.0,80.42,52.4,158968.0,15.6,2.38,National Party,1.0,False,False,10th Pass,Other,KERALA,Safe (10-20%),National,UPA
Kerala,ATTINGAL,3017411,Adv Adoor Prakash,79,370,357,80,191807420.0,19365205.0,2,Normal/Others|Repair and Renovation,0.22408963585434175,0.9648648648648649,ATTINGAL,Kerala,ATTINGAL,GEN,Adv. ADOOR PRAKASH,M,INC,380995.0,1004888.0,1350710.0,74.4,37.91,38247.0,3.81,3.12,National Party,1.0,False,False,Graduate Professional,Liberal Profession or Professional,KERALA,Very Close (<5%),National,UPA
Kerala,CHALAKUDY,3017413,Shri Benny Behanan,6,151,70,7,152911601.0,9650942.0,2,Normal/Others|Repair and Renovation,0.1,0.46357615894039733,CHALAKUDY,Kerala,CHALAKUDY,GEN,BENNY BEHANAN,M,INC,473444.0,990224.0,1230197.0,80.49,47.81,132274.0,13.36,2.7,National Party,1.0,False,False,Graduate,Social Work,KERALA,Safe (10-20%),National,UPA
Kerala,ERNAKULAM,3017417,Shri Hibi Eden,15,100,67,16,168296294.0,13956455.0,4,Normal/Others|Repair and Renovation|Trust and Society|Bar and Associations,0.23880597014925373,0.67,ERNAKULAM,Kerala,ERNAKULAM,GEN,HIBI EDEN,M,INC,491263.0,967203.0,1245972.0,77.63,50.79,169153.0,17.49,2.56,National Party,1.0,False,False,Graduate,Social Work,KERALA,Safe (10-20%),National,UPA
Kerala,IDUKKI,3017418,Adv Dean Kuriakose,88,154,134,89,178586883.0,43846119.0,2,Normal/Others|Repair and Renovation,0.664179104477612,0.8701298701298701,IDUKKI,Kerala,IDUKKI,GEN,Adv. DEAN KURIAKOSE,M,INC,498493.0,919297.0,1204191.0,76.34,54.23,171053.0,18.61,2.33,National Party,1.0,False,True,Post Graduate,Liberal Profession or Professional,KERALA,Safe (10-20%),National,UPA
Kerala,KANNUR,3017416,Shri Kumbakudi Sudhakaran,52,269,127,53,137216481.0,12526065.0,1,Normal/Others,0.41732283464566927,0.4721189591078067,KANNUR,Kerala,KANNUR,GEN,K. SUDHAKARAN,M,INC,529741.0,1053842.0,1266550.0,83.21,50.27,94559.0,8.97,2.38,National Party,2.0,False,True,Post Graduate,Social Work,KERALA,Close (5-10%),National,UPA
Kerala,KASARAGOD,3017415,Shri Rajmohan Unnithan,50,162,141,51,108476562.0,11215246.0,2,Normal/Others|Repair and Renovation,0.3617021276595745,0.8703703703703703,KASARAGOD,Kerala,KASARAGOD,GEN,Rajmohan Unnithan,M,INC,474961.0,1100051.0,1363937.0,80.65,43.18,40438.0,3.68,2.63,National Party,1.0,False,False,Graduate,Social Work,KERALA,Very Close (<5%),National,UPA
Kerala,KOLLAM,3017410,Shri NK Premachandran,23,183,163,24,247722987.68,16614119.0,1,Normal/Others,0.147239263803681,0.8907103825136612,KOLLAM,Kerala,KOLLAM,GEN,N.K.Premachandran,M,RSP,499677.0,968123.0,1296720.0,74.66,51.61,148856.0,15.38,2.44,State-based Party,4.0,True,True,Graduate Professional,Liberal Profession or Professional,KERALA,Safe (10-20%),Regional,UPA
