tenure_label,house,state_id,state_name,mp_id,mp_name,mp_tenure,allocated_cr,recommended_cr,sanctioned_cr,completed_cr,expenditure_cr,calamity_cr,n_recommended,n_sanctioned,n_completed
Rajya Sabha,Rajya Sabha,30,Tamil Nadu,3059498,Dr. M. Dhanapal,2025-31,8.89,3.9097,1.7217,0.4692,1.09,0.0,44,23,5
Rajya Sabha,Rajya Sabha,129,Telangana,3017310,Shri B. Parthasaradhi Reddy,2022-28,24.44,4.5632,0.8462,0.0,0.5946,0.0,25,12,0
Rajya Sabha,Rajya Sabha,129,Telangana,3017313,Shri Ravi Chandra Vaddiraju,2024-30,15.27,10.5523,6.902,0.8491,5.85,0.0,224,151,18
Rajya Sabha,Rajya Sabha,129,Telangana,3019261,Shri Damodar Rao Divakonda,2022-28,23.99,17.8395,11.4695,2.2805,6.54,0.0,292,241,41
Rajya Sabha,Rajya Sabha,129,Telangana,3044300,Shri Anil Kumar Yadav Mandadi,2024-30,14.7,9.7882,5.9126,3.2096,5.39,0.0,102,81,52
Rajya Sabha,Rajya Sabha,129,Telangana,3044741,Smt. Renuka Chowdhury,2024-30,14.7,4.822,0.181,0.0,0.0,0.0,107,4,0
Rajya Sabha,Rajya Sabha,31,Tripura,3046918,Shri Rajib Bhattacharjee,2024-28,12.25,6.8795,3.9146,0.1,2.89,0.0,50,31,1
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017171,Shri Hardeep Singh Puri,2020-26,22.68,18.5484,18.5484,6.5447,16.99,1.0,415,415,199
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017322,Dr. K. Laxman,2022-28,19.76,14.5129,12.9893,9.0523,10.84,0.0,323,302,275
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017323,Dr. Laxmikant Bajpayee,2022-28,19.6,7.1724,4.1345,0.143,2.67,0.0,52,30,1
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017324,Dr. Radha Mohan Das Agrawal,2022-28,20.36,9.2335,8.9835,4.0563,6.13,0.0,31,30,14
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017325,Prof. Ram Gopal Yadav,2020-26,22.13,18.933,18.8514,6.264,16.34,0.0,75,73,22
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017328,Shri Arun Singh,2020-26,22.35,19.4644,17.0144,2.1628,13.2,0.0,101,92,38
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017329,Shri Javed Ali Khan,2022-28,19.61,18.0839,14.3219,9.8099,13.75,0.0,188,170,120
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017330,Shri Jayant Chaudhary,2022-28,21.41,15.3532,8.229,0.4273,3.84,0.0,24,19,4
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017331,Shri Kapil Sibal,2022-28,19.61,14.9531,11.6307,1.9375,8.46,0.0,213,185,39
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017332,Shri Mithlesh Kumar,2022-28,19.61,17.1979,14.7019,14.3814,14.58,0.0,200,199,195
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017334,Shri Surendra Singh Nagar,2022-28,22.06,17.1415,16.0177,4.9211,10.1,0.0,239,225,91
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017337,Shri B.L. Verma,2020-26,19.61,16.6516,15.7454,11.395,14.95,0.0,390,382,347
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017338,Shri Brij Lal,2020-26,19.61,17.791,14.8486,0.6197,7.99,0.0,147,143,3
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017339,Shri Neeraj Shekhar,2020-26,23.65,11.6713,9.5113,4.7814,8.98,0.0,193,93,41
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017340,Shri Ramji,2020-26,17.45,14.567,14.567,13.3997,13.4,0.0,239,239,154
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017341,Dr. Sudhanshu Trivedi,2024-30,14.7,6.0913,4.1649,1.6887,2.42,0.0,44,33,14
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017342,Smt. Jaya Amitabh Bachchan,2024-30,14.7,4.2678,2.4246,0.3945,2.1,0.0,23,12,3
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017343,Smt. Sangeeta Yadav,2022-28,19.61,14.6409,14.3869,8.1739,13.85,0.0,55,51,28
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017344,Smt. Seema Dwivedi,2020-26,17.38,16.5616,14.4015,9.4406,13.03,0.0,325,298,189
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3017345,Smt. Darshana Singh,2022-28,19.7,14.7446,14.7446,13.8396,14.52,0.0,45,45,29
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3019262,Shri Baburam Nishad,2022-28,19.61,16.272,14.37,10.2611,13.57,0.0,550,492,425
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3019264,Smt. Geeta alias Chandraprabha,2020-26,19.61,17.0752,17.0652,16.1572,16.76,0.0,219,218,210
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3023700,Dr. Dinesh Sharma,2023-26,14.7,10.8416,8.7243,0.1508,4.26,0.0,77,66,1
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3042551,Shri Ramji Lal Suman,2024-30,14.7,9.799,9.799,4.8424,8.87,0.0,64,64,29
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3042920,Shri Sanjay Seth,2024-30,14.7,7.7531,5.9464,2.0676,4.58,0.0,55,43,14
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3042921,Shri Amar Pal Maurya,2024-30,14.7,6.1386,3.5241,1.4305,2.02,0.0,61,34,18
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3043036,Dr. Sangeeta Balwant,2024-30,14.7,9.7771,8.7316,0.1049,6.66,0.0,319,304,2
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3043325,Shri Tejveer Singh,2024-30,14.7,9.7935,9.3495,5.6279,8.39,0.0,86,81,47
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3043534,Shri Naveen Jain,2024-30,14.7,8.0371,8.0371,1.7874,5.33,0.0,81,81,10
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3044168,Smt. Sadhna Singh,2024-30,14.7,9.7364,9.4864,8.1855,8.49,0.0,17,16,4
Rajya Sabha,Rajya Sabha,33,Uttar Pradesh,3045224,Shri Ratanjit Pratap Narain Singh,2024-30,14.7,9.7763,8.7869,5.7846,7.96,0.0,125,107,65
Rajya Sabha,Rajya Sabha,32,Uttarakhand,3017346,Dr. Kalpana Saini,2022-28,20.08,14.0963,10.264,0.4695,5.13,0.0,161,124,6
Rajya Sabha,Rajya Sabha,32,Uttarakhand,3019265,Shri Naresh Bansal,2020-26,22.2,18.0501,14.8619,2.8364,10.44,0.0,192,156,37
Rajya Sabha,Rajya Sabha,32,Uttarakhand,3043339,Shri Mahendra Bhatt,2024-30,14.7,7.3846,3.5812,0.1793,1.26,0.0,96,44,3
Rajya Sabha,Rajya Sabha,34,West Bengal,3017356,Shri Sukhendu Sekhar Ray,2023-29,9.8,4.9,0.0,0.0,0.0,0.0,11,0,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3017359,Shri Mohammed Nadimul Haque,2024-30,14.7,9.8,5.2245,0.0,4.33,0.0,20,8,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3017360,Ms. Dola Sen,2023-29,17.15,12.2431,8.2903,0.0,6.66,0.0,27,13,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3017362,Shri Derek O' Brien,2023-29,17.15,12.2272,7.4,0.0,7.04,0.0,35,2,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3023812,Shri Nagendra Ray,2023-29,17.15,12.2435,10.2685,2.3775,6.52,0.0,22,11,2
Rajya Sabha,Rajya Sabha,34,West Bengal,3032002,Shri Samirul Islam,2023-29,17.15,12.25,7.579,0.0,7.05,0.0,58,5,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3042569,Smt. Sagarika Ghose,2024-30,14.7,9.8,5.325,0.0,4.53,0.0,14,4,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3042571,Shri Prakash Chik Baraik,2023-29,17.15,12.1969,5.2386,0.0,3.26,0.0,48,11,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3043535,Ms. Sushmita Dev,2024-30,14.7,9.7938,5.5924,0.0,4.61,0.0,100,3,0
Rajya Sabha,Rajya Sabha,34,West Bengal,3044811,Smt. Mamata Thakur,2024-30,14.7,5.4753,2.7025,0.2269,2.67,0.0,60,49,6
Rajya Sabha,Rajya Sabha,34,West Bengal,3044812,Shri Samik Bhattacharya,2024-30,14.7,6.4696,4.18,0.526,2.3,0.0,48,28,4
Rajya Sabha,Rajya Sabha,34,West Bengal,3056687,Shri Harsh Vardhan Shringla,2025-31,7.35,0.6412,0.0,0.0,0.0,0.0,5,0,0
